Datum;Zeit;Eröffnung;Hoch;Tief;Schluss;Volumen
06.03.2019;14:45:00;8,158;8,19;8,143;8,187;103.304,00
06.03.2019;14:40:00;8,146;8,164;8,136;8,157;178.235,00
06.03.2019;14:35:00;8,186;8,21;8,139;8,143;201.581,00
06.03.2019;14:30:00;8,08;8,215;8,08;8,189;759.033,00
06.03.2019;14:25:00;8,078;8,083;8,075;8,082;24.185,00
06.03.2019;14:20:00;8,073;8,083;8,069;8,08;27.184,00
06.03.2019;14:15:00;8,073;8,077;8,072;8,072;17.470,00
06.03.2019;14:10:00;8,073;8,074;8,066;8,072;24.850,00
06.03.2019;14:05:00;8,086;8,086;8,075;8,076;26.919,00
06.03.2019;14:00:00;8,102;8,102;8,079;8,083;46.239,00
06.03.2019;13:55:00;8,106;8,111;8,101;8,101;61.512,00
06.03.2019;13:50:00;8,11;8,11;8,104;8,106;17.093,00
06.03.2019;13:45:00;8,09;8,115;8,088;8,109;98.107,00
06.03.2019;13:40:00;8,091;8,094;8,089;8,089;19.065,00
06.03.2019;13:35:00;8,09;8,09;8,075;8,09;43.401,00
06.03.2019;13:30:00;8,095;8,105;8,085;8,09;49.435,00
06.03.2019;13:25:00;8,08;8,099;8,078;8,09;54.923,00
06.03.2019;13:20:00;8,096;8,101;8,076;8,083;38.606,00
06.03.2019;13:15:00;8,12;8,12;8,096;8,096;80.149,00
06.03.2019;13:10:00;8,122;8,122;8,111;8,12;30.074,00
06.03.2019;13:05:00;8,111;8,122;8,105;8,12;33.681,00
06.03.2019;13:02:00;8,129;8,129;8,108;8,111;9.026,00
06.03.2019;12:55:00;8,11;8,113;8,105;8,113;23.664,00
06.03.2019;12:50:00;8,112;8,115;8,103;8,11;36.886,00
06.03.2019;12:45:00;8,117;8,117;8,111;8,113;17.680,00
06.03.2019;12:40:00;8,113;8,121;8,11;8,117;31.499,00
06.03.2019;12:35:00;8,102;8,116;8,102;8,113;27.326,00
06.03.2019;12:30:00;8,115;8,115;8,089;8,1;65.315,00
06.03.2019;12:25:00;8,115;8,118;8,106;8,115;49.158,00
06.03.2019;12:20:00;8,117;8,119;8,112;8,116;55.177,00
06.03.2019;12:15:00;8,116;8,125;8,112;8,116;40.035,00
06.03.2019;12:10:00;8,131;8,132;8,116;8,116;36.676,00
06.03.2019;12:05:00;8,137;8,139;8,128;8,134;72.123,00
06.03.2019;12:00:00;8,12;8,139;8,115;8,137;124.579,00
06.03.2019;11:56:00;8,111;8,121;8,102;8,121;60.775,00
06.03.2019;11:50:00;8,084;8,114;8,083;8,109;84.952,00
06.03.2019;11:45:00;8,088;8,092;8,082;8,085;50.415,00
06.03.2019;11:40:00;8,081;8,094;8,079;8,09;72.342,00
06.03.2019;11:35:00;8,088;8,09;8,08;8,081;15.373,00
06.03.2019;11:30:00;8,078;8,091;8,078;8,089;86.037,00
06.03.2019;11:25:00;8,071;8,085;8,071;8,078;20.649,00
06.03.2019;11:20:00;8,068;8,077;8,068;8,073;38.425,00
06.03.2019;11:15:00;8,083;8,083;8,059;8,067;56.239,00
06.03.2019;11:10:00;8,089;8,089;8,078;8,083;51.911,00
06.03.2019;11:05:00;8,087;8,087;8,076;8,083;29.359,00
06.03.2019;11:00:00;8,076;8,088;8,075;8,088;47.165,00
06.03.2019;10:55:00;8,063;8,08;8,055;8,078;220.232,00
06.03.2019;10:50:00;8,055;8,062;8,048;8,062;129.766,00
06.03.2019;10:45:00;8,05;8,053;8,045;8,053;63.812,00
06.03.2019;10:40:00;8,047;8,055;8,045;8,05;62.403,00
06.03.2019;10:35:00;8,053;8,061;8,047;8,051;20.448,00
06.03.2019;10:30:00;8,041;8,057;8,041;8,052;58.225,00
06.03.2019;10:25:00;8,045;8,051;8,034;8,043;37.192,00
06.03.2019;10:20:00;8,062;8,063;8,043;8,045;90.314,00
06.03.2019;10:15:00;8,03;8,064;8,03;8,063;41.776,00
06.03.2019;10:10:00;8,05;8,051;8,036;8,036;54.179,00
06.03.2019;10:05:00;8,038;8,064;8,037;8,05;37.429,00
06.03.2019;10:00:00;8,037;8,052;8,037;8,039;15.154,00
06.03.2019;09:55:00;8,06;8,064;8,034;8,04;106.505,00
06.03.2019;09:50:00;8,062;8,075;8,058;8,064;27.553,00
06.03.2019;09:45:00;8,07;8,072;8,052;8,06;24.051,00
06.03.2019;09:40:00;8,058;8,078;8,046;8,071;130.898,00
06.03.2019;09:35:00;8,035;8,053;8,03;8,047;61.062,00
06.03.2019;09:30:00;8,079;8,079;8,038;8,038;78.119,00
06.03.2019;09:25:00;8,103;8,103;8,069;8,077;129.762,00
06.03.2019;09:20:00;8,116;8,132;8,102;8,105;157.189,00
06.03.2019;09:15:00;8,057;8,116;8,056;8,116;233.737,00
06.03.2019;09:10:00;8,039;8,058;8,032;8,058;106.041,00
06.03.2019;09:05:00;8,04;8,042;8,021;8,038;64.561,00
06.03.2019;09:00:00;8,038;8,038;8,01;8,034;150.308,00
