"Datum";"Zeit";"Er�ffnung";"Hoch";"Tief";"Schluss";"Volumen"
"01.03.2019";"09:50";"121,25";"121,30";"120,90";"121,30";"5.574,00"
"01.03.2019";"09:45";"121,15";"121,50";"121,15";"121,30";"7.689,00"
"01.03.2019";"09:40";"120,80";"121,10";"120,70";"121,10";"8.451,00"
"01.03.2019";"09:35";"121,05";"121,05";"120,75";"120,80";"8.870,00"
"01.03.2019";"09:30";"121,20";"121,20";"120,80";"121,05";"7.375,00"
"01.03.2019";"09:25";"120,95";"121,25";"120,90";"121,20";"17.330,00"
"01.03.2019";"09:20";"120,85";"121,20";"120,85";"121,05";"8.212,00"
"01.03.2019";"09:15";"120,90";"121,05";"120,50";"120,80";"18.598,00"
"01.03.2019";"09:10";"121,10";"121,10";"120,65";"120,90";"16.546,00"
"01.03.2019";"09:05";"121,65";"121,90";"121,15";"121,20";"13.352,00"
"01.03.2019";"09:00";"121,15";"121,90";"121,15";"121,70";"27.380,00"
"28.02.2019";"17:35";"120,50";"120,50";"120,50";"120,50";"236.811,00"
"28.02.2019";"17:25";"119,55";"119,70";"119,50";"119,60";"16.421,00"
"28.02.2019";"17:20";"119,15";"119,55";"119,10";"119,55";"9.523,00"
"28.02.2019";"17:15";"119,35";"119,45";"119,10";"119,15";"8.983,00"
"28.02.2019";"17:10";"119,10";"119,45";"119,10";"119,40";"7.795,00"
"28.02.2019";"17:05";"119,10";"119,10";"119,00";"119,00";"3.535,00"
"28.02.2019";"17:00";"119,05";"119,15";"118,95";"119,10";"9.088,00"
"28.02.2019";"16:55";"119,05";"119,10";"119,00";"119,10";"5.819,00"
"28.02.2019";"16:50";"118,90";"119,10";"118,80";"119,05";"15.670,00"
"28.02.2019";"16:45";"118,85";"118,95";"118,85";"118,95";"4.743,00"
"28.02.2019";"16:40";"118,90";"118,90";"118,75";"118,85";"6.599,00"
"28.02.2019";"16:35";"119,00";"119,00";"118,90";"118,90";"9.475,00"
"28.02.2019";"16:30";"118,95";"119,00";"118,90";"118,95";"6.763,00"
"28.02.2019";"16:25";"118,90";"118,95";"118,85";"118,90";"10.004,00"
"28.02.2019";"16:20";"118,75";"118,90";"118,75";"118,85";"7.738,00"
"28.02.2019";"16:15";"118,70";"118,80";"118,70";"118,80";"12.476,00"
"28.02.2019";"16:10";"118,70";"118,75";"118,70";"118,75";"2.638,00"
"28.02.2019";"16:05";"118,70";"118,75";"118,60";"118,70";"8.124,00"
"28.02.2019";"16:00";"118,65";"118,75";"118,50";"118,75";"15.239,00"
"28.02.2019";"15:55";"118,55";"118,70";"118,55";"118,70";"4.578,00"
"28.02.2019";"15:50";"118,55";"118,60";"118,50";"118,60";"4.959,00"
"28.02.2019";"15:45";"118,55";"118,60";"118,50";"118,50";"3.533,00"
"28.02.2019";"15:40";"118,45";"118,60";"118,40";"118,60";"4.344,00"
"28.02.2019";"15:35";"118,45";"118,55";"118,40";"118,50";"4.015,00"
"28.02.2019";"15:30";"118,35";"118,45";"118,30";"118,40";"1.426,00"
"28.02.2019";"15:25";"118,30";"118,30";"118,20";"118,30";"3.026,00"
"28.02.2019";"15:20";"118,35";"118,35";"118,20";"118,20";"261,00"
"28.02.2019";"15:15";"118,45";"118,50";"118,30";"118,35";"1.224,00"
"28.02.2019";"15:12";"118,55";"118,55";"118,40";"118,45";"1.137,00"
"28.02.2019";"15:05";"118,55";"118,65";"118,35";"118,50";"6.134,00"
"28.02.2019";"15:01";"118,45";"118,55";"118,40";"118,50";"3.441,00"
"28.02.2019";"14:55";"118,40";"118,50";"118,40";"118,50";"3.492,00"
"28.02.2019";"14:50";"118,30";"118,40";"118,30";"118,40";"2.150,00"
"28.02.2019";"14:45";"118,40";"118,50";"118,30";"118,30";"1.648,00"
"28.02.2019";"14:40";"118,20";"118,50";"118,20";"118,50";"3.425,00"
"28.02.2019";"14:35";"118,25";"118,30";"118,20";"118,20";"281,00"
"28.02.2019";"14:30";"118,20";"118,40";"118,10";"118,15";"3.543,00"
"28.02.2019";"14:25";"118,10";"118,20";"118,10";"118,20";"618,00"
"28.02.2019";"14:20";"118,15";"118,25";"118,10";"118,10";"1.053,00"
"28.02.2019";"14:15";"118,15";"118,25";"118,15";"118,20";"757,00"
