"Datum";"Zeit";"Er�ffnung";"Hoch";"Tief";"Schluss";"Volumen"
"28.02.2019";"11:50";"117,90";"117,95";"117,85";"117,95";"7.543,00"
"28.02.2019";"11:45";"117,90";"117,90";"117,85";"117,90";"2.545,00"
"28.02.2019";"11:40";"117,95";"118,00";"117,90";"118,00";"1.599,00"
"28.02.2019";"11:35";"118,00";"118,05";"117,80";"118,05";"9.092,00"
"28.02.2019";"11:30";"117,85";"118,00";"117,85";"117,95";"3.830,00"
"28.02.2019";"11:25";"118,05";"118,15";"117,65";"117,95";"4.478,00"
"28.02.2019";"11:20";"118,40";"118,45";"118,20";"118,20";"3.974,00"
"28.02.2019";"11:15";"118,35";"118,40";"118,20";"118,30";"1.494,00"
"28.02.2019";"11:10";"118,45";"118,65";"118,20";"118,35";"7.090,00"
"28.02.2019";"11:05";"118,70";"118,70";"118,15";"118,40";"13.436,00"
"28.02.2019";"11:00";"118,55";"118,70";"118,55";"118,70";"5.556,00"
"28.02.2019";"10:55";"118,70";"118,70";"118,55";"118,70";"11.569,00"
"28.02.2019";"10:50";"118,05";"118,80";"118,05";"118,70";"12.983,00"
"28.02.2019";"10:45";"117,85";"118,20";"117,85";"118,05";"16.296,00"
"28.02.2019";"10:40";"117,80";"117,95";"117,70";"117,75";"6.044,00"
"28.02.2019";"10:36";"117,85";"117,90";"117,70";"117,70";"1.007,00"
"28.02.2019";"10:30";"117,80";"117,90";"117,75";"117,80";"2.015,00"
"28.02.2019";"10:25";"117,85";"117,85";"117,60";"117,75";"4.310,00"
"28.02.2019";"10:20";"117,90";"117,90";"117,75";"117,85";"7.759,00"
"28.02.2019";"10:15";"117,70";"117,90";"117,70";"117,85";"4.711,00"
"28.02.2019";"10:10";"117,50";"117,65";"117,50";"117,60";"4.014,00"
"28.02.2019";"10:05";"117,45";"117,50";"117,40";"117,50";"1.440,00"
"28.02.2019";"10:00";"117,75";"117,90";"117,50";"117,50";"4.730,00"
"28.02.2019";"09:55";"117,50";"117,90";"117,50";"117,90";"10.838,00"
"28.02.2019";"09:50";"117,90";"117,90";"117,45";"117,55";"5.606,00"
"28.02.2019";"09:45";"117,45";"117,95";"117,35";"117,75";"10.475,00"
"28.02.2019";"09:40";"117,10";"117,50";"117,05";"117,40";"5.433,00"
"28.02.2019";"09:35";"117,05";"117,15";"116,90";"117,15";"2.978,00"
"28.02.2019";"09:30";"117,00";"117,35";"116,90";"116,90";"5.587,00"
"28.02.2019";"09:25";"116,80";"117,10";"116,80";"117,05";"1.942,00"
"28.02.2019";"09:20";"117,35";"117,35";"116,85";"116,85";"3.036,00"
"28.02.2019";"09:15";"117,25";"117,55";"117,10";"117,35";"9.349,00"
"28.02.2019";"09:10";"117,10";"117,30";"117,05";"117,30";"3.908,00"
"28.02.2019";"09:05";"116,85";"117,15";"116,80";"117,15";"8.124,00"
"28.02.2019";"09:00";"117,15";"117,25";"116,60";"116,90";"19.642,00"
"27.02.2019";"17:35";"116,95";"116,95";"116,95";"116,95";"118.874,00"
"27.02.2019";"17:25";"117,25";"117,35";"117,10";"117,10";"12.121,00"
"27.02.2019";"17:20";"117,50";"117,50";"117,30";"117,30";"5.749,00"
"27.02.2019";"17:15";"117,20";"117,50";"117,20";"117,50";"10.327,00"
"27.02.2019";"17:10";"117,30";"117,45";"117,15";"117,15";"9.920,00"
"27.02.2019";"17:06";"117,15";"117,35";"117,15";"117,35";"2.272,00"
"27.02.2019";"17:00";"117,15";"117,30";"117,15";"117,20";"2.259,00"
"27.02.2019";"16:56";"117,20";"117,25";"117,05";"117,15";"2.877,00"
"27.02.2019";"16:50";"117,40";"117,40";"117,15";"117,15";"5.891,00"
"27.02.2019";"16:45";"117,50";"117,50";"117,30";"117,40";"6.938,00"
"27.02.2019";"16:41";"117,35";"117,50";"117,35";"117,50";"2.471,00"
"27.02.2019";"16:35";"117,20";"117,30";"117,20";"117,30";"2.820,00"
"27.02.2019";"16:30";"117,20";"117,20";"117,15";"117,15";"933,00"
"27.02.2019";"16:25";"117,25";"117,25";"117,15";"117,25";"5.008,00"
"27.02.2019";"16:21";"117,15";"117,25";"117,10";"117,20";"1.471,00"
"27.02.2019";"16:15";"117,20";"117,20";"117,10";"117,15";"2.167,00"
"27.02.2019";"16:10";"117,30";"117,35";"117,10";"117,25";"11.319,00"
"27.02.2019";"16:05";"117,30";"117,40";"117,30";"117,35";"2.291,00"
"27.02.2019";"16:00";"117,45";"117,50";"117,30";"117,35";"4.633,00"
"27.02.2019";"15:55";"117,60";"117,60";"117,40";"117,50";"9.953,00"
"27.02.2019";"15:50";"117,50";"117,55";"117,50";"117,55";"626,00"
"27.02.2019";"15:45";"117,45";"117,55";"117,45";"117,55";"2.763,00"
"27.02.2019";"15:40";"117,45";"117,45";"117,40";"117,45";"2.753,00"
"27.02.2019";"15:35";"117,40";"117,45";"117,40";"117,45";"3.934,00"
"27.02.2019";"15:31";"117,45";"117,45";"117,40";"117,40";"1.948,00"
"27.02.2019";"15:25";"117,50";"117,50";"117,35";"117,45";"1.171,00"
"27.02.2019";"15:20";"117,40";"117,45";"117,35";"117,45";"3.100,00"
"27.02.2019";"15:15";"117,40";"117,45";"117,35";"117,40";"696,00"
"27.02.2019";"15:10";"117,40";"117,45";"117,35";"117,35";"638,00"
"27.02.2019";"15:06";"117,35";"117,45";"117,35";"117,40";"3.035,00"
"27.02.2019";"15:00";"117,35";"117,35";"117,25";"117,25";"1.237,00"
"27.02.2019";"14:56";"117,30";"117,30";"117,25";"117,30";"1.344,00"
"27.02.2019";"14:50";"117,40";"117,45";"117,30";"117,35";"5.430,00"
"27.02.2019";"14:47";"117,40";"117,45";"117,40";"117,45";"844,00"
"27.02.2019";"14:40";"117,40";"117,45";"117,40";"117,45";"944,00"
"27.02.2019";"14:36";"117,40";"117,40";"117,30";"117,35";"432,00"
"27.02.2019";"14:31";"117,30";"117,40";"117,25";"117,25";"1.639,00"
