"Datum";"Zeit";"Er�ffnung";"Hoch";"Tief";"Schluss";"Volumen"
"05.03.2019";"09:35";"117,50";"117,65";"117,45";"117,45";"2.501,00"
"05.03.2019";"09:30";"117,50";"117,75";"117,45";"117,50";"1.969,00"
"05.03.2019";"09:25";"117,70";"117,70";"117,45";"117,45";"5.305,00"
"05.03.2019";"09:20";"117,55";"117,75";"117,50";"117,65";"1.784,00"
"05.03.2019";"09:15";"117,50";"117,60";"117,40";"117,45";"4.001,00"
"05.03.2019";"09:10";"117,65";"117,75";"117,45";"117,45";"3.576,00"
"05.03.2019";"09:05";"117,60";"117,85";"117,55";"117,75";"4.677,00"
"05.03.2019";"09:00";"117,30";"118,00";"117,30";"117,60";"18.533,00"
"04.03.2019";"17:35";"117,90";"117,90";"117,90";"117,90";"113.625,00"
"04.03.2019";"17:25";"118,25";"118,60";"118,25";"118,45";"9.203,00"
"04.03.2019";"17:20";"118,30";"118,40";"118,25";"118,25";"6.228,00"
"04.03.2019";"17:15";"118,10";"118,60";"118,05";"118,30";"5.729,00"
"04.03.2019";"17:10";"117,85";"118,10";"117,75";"118,10";"3.331,00"
"04.03.2019";"17:05";"118,15";"118,15";"117,70";"117,80";"10.612,00"
"04.03.2019";"17:00";"118,20";"118,25";"118,15";"118,25";"2.416,00"
"04.03.2019";"16:55";"118,25";"118,50";"118,15";"118,20";"5.479,00"
"04.03.2019";"16:50";"118,35";"118,40";"118,15";"118,25";"3.002,00"
"04.03.2019";"16:45";"118,35";"118,45";"118,35";"118,45";"1.811,00"
"04.03.2019";"16:40";"118,75";"118,75";"118,25";"118,40";"3.620,00"
"04.03.2019";"16:35";"118,75";"118,80";"118,60";"118,65";"2.300,00"
"04.03.2019";"16:30";"118,80";"118,80";"118,50";"118,75";"2.251,00"
"04.03.2019";"16:25";"118,50";"118,80";"118,45";"118,75";"12.653,00"
"04.03.2019";"16:20";"118,30";"118,50";"118,10";"118,50";"13.977,00"
"04.03.2019";"16:15";"118,35";"118,45";"118,10";"118,20";"6.215,00"
"04.03.2019";"16:10";"118,05";"118,65";"118,00";"118,35";"13.102,00"
"04.03.2019";"16:05";"117,95";"118,30";"117,60";"118,05";"13.339,00"
"04.03.2019";"16:00";"119,10";"119,10";"115,50";"117,65";"85.511,00"
"04.03.2019";"15:55";"119,30";"119,40";"119,00";"119,05";"4.833,00"
"04.03.2019";"15:50";"119,25";"119,35";"119,20";"119,20";"5.517,00"
"04.03.2019";"15:45";"119,60";"119,60";"119,20";"119,25";"15.492,00"
"04.03.2019";"15:40";"119,80";"119,90";"119,70";"119,70";"2.655,00"
"04.03.2019";"15:36";"119,80";"119,85";"119,70";"119,70";"953,00"
"04.03.2019";"15:30";"119,95";"120,00";"119,80";"119,80";"2.713,00"
"04.03.2019";"15:25";"119,60";"120,00";"119,55";"120,00";"7.720,00"
"04.03.2019";"15:20";"119,60";"119,60";"119,25";"119,55";"6.314,00"
"04.03.2019";"15:15";"119,85";"119,85";"119,60";"119,65";"1.658,00"
"04.03.2019";"15:10";"119,90";"119,90";"119,70";"119,90";"1.568,00"
"04.03.2019";"15:06";"119,75";"119,95";"119,75";"119,90";"395,00"
"04.03.2019";"15:00";"119,70";"119,75";"119,60";"119,75";"785,00"
"04.03.2019";"14:56";"119,70";"119,90";"119,65";"119,65";"2.259,00"
"04.03.2019";"14:50";"119,85";"119,85";"119,70";"119,70";"812,00"
"04.03.2019";"14:45";"119,85";"119,85";"119,70";"119,80";"865,00"
"04.03.2019";"14:40";"119,90";"119,90";"119,75";"119,90";"1.802,00"
"04.03.2019";"14:35";"119,70";"119,85";"119,65";"119,85";"3.189,00"
"04.03.2019";"14:30";"119,80";"119,80";"119,70";"119,70";"276,00"
"04.03.2019";"14:25";"119,80";"119,80";"119,70";"119,70";"334,00"
"04.03.2019";"14:20";"119,65";"119,75";"119,65";"119,75";"1.013,00"
"04.03.2019";"14:15";"119,80";"119,80";"119,65";"119,70";"1.833,00"
"04.03.2019";"14:10";"119,90";"119,95";"119,80";"119,90";"974,00"
"04.03.2019";"14:05";"119,85";"119,90";"119,75";"119,90";"489,00"
"04.03.2019";"14:00";"119,65";"119,80";"119,65";"119,80";"150,00"
"04.03.2019";"13:55";"119,65";"119,85";"119,65";"119,80";"1.498,00"
"04.03.2019";"13:50";"119,65";"119,70";"119,65";"119,65";"1.303,00"
"04.03.2019";"13:45";"119,60";"119,75";"119,60";"119,75";"4.068,00"
