08.03.2019;17:10:00;7,679;7,679;7,679;7,679;2.340.056,00
08.03.2019;17:05:00;7,693;7,699;7,69;7,696;149.177,00
08.03.2019;17:00:00;7,675;7,692;7,672;7,691;80.363,00
08.03.2019;16:55:00;7,692;7,696;7,674;7,676;200.920,00
08.03.2019;16:50:00;7,69;7,705;7,689;7,694;300.378,00
08.03.2019;16:45:00;7,69;7,697;7,687;7,69;293.266,00
08.03.2019;16:40:00;7,675;7,696;7,67;7,689;272.802,00
08.03.2019;16:35:00;7,687;7,693;7,671;7,676;151.177,00
08.03.2019;16:30:00;7,677;7,692;7,67;7,687;272.446,00
08.03.2019;16:25:00;7,659;7,677;7,659;7,677;167.483,00
08.03.2019;16:20:00;7,638;7,659;7,632;7,658;86.900,00
08.03.2019;16:15:00;7,63;7,646;7,627;7,64;216.039,00
08.03.2019;16:10:00;7,641;7,644;7,628;7,631;53.696,00
08.03.2019;16:05:00;7,628;7,642;7,622;7,64;67.365,00
08.03.2019;16:00:00;7,634;7,642;7,629;7,633;82.830,00
08.03.2019;15:55:00;7,641;7,644;7,629;7,635;91.216,00
08.03.2019;15:50:00;7,65;7,657;7,638;7,639;115.072,00
08.03.2019;15:45:00;7,646;7,647;7,633;7,646;162.353,00
08.03.2019;15:40:00;7,648;7,653;7,638;7,645;68.598,00
08.03.2019;15:35:00;7,662;7,676;7,648;7,648;101.982,00
08.03.2019;15:30:00;7,673;7,676;7,657;7,66;72.863,00
08.03.2019;15:25:00;7,64;7,673;7,64;7,67;89.001,00
08.03.2019;15:20:00;7,653;7,66;7,641;7,641;85.571,00
08.03.2019;15:15:00;7,634;7,656;7,628;7,653;101.740,00
08.03.2019;15:10:00;7,628;7,651;7,623;7,636;144.082,00
08.03.2019;15:05:00;7,617;7,632;7,61;7,628;72.590,00
08.03.2019;15:00:00;7,623;7,625;7,613;7,618;48.599,00
08.03.2019;14:55:00;7,617;7,633;7,613;7,627;132.036,00
08.03.2019;14:50:00;7,612;7,625;7,612;7,618;73.171,00
08.03.2019;14:45:00;7,611;7,62;7,597;7,611;201.074,00
08.03.2019;14:40:00;7,634;7,634;7,609;7,61;243.208,00
08.03.2019;14:35:00;7,646;7,647;7,635;7,637;64.936,00
08.03.2019;14:30:00;7,646;7,652;7,638;7,645;81.140,00
08.03.2019;14:25:00;7,636;7,662;7,635;7,654;69.321,00
08.03.2019;14:20:00;7,646;7,646;7,633;7,633;82.640,00
08.03.2019;14:15:00;7,663;7,666;7,642;7,642;61.839,00
08.03.2019;14:10:00;7,672;7,672;7,627;7,665;211.537,00
08.03.2019;14:05:00;7,679;7,679;7,673;7,674;30.879,00
08.03.2019;14:00:00;7,664;7,676;7,664;7,676;34.692,00
08.03.2019;13:55:00;7,659;7,677;7,659;7,663;70.194,00
