"Datum";"Zeit";"Er�ffnung";"Hoch";"Tief";"Schluss";"Volumen"
"19.03.2019";"10:35";"108,35";"108,45";"108,25";"108,30";"3.565,00"
"19.03.2019";"10:30";"108,30";"108,40";"108,20";"108,30";"2.595,00"
"19.03.2019";"10:25";"108,35";"108,45";"108,20";"108,20";"4.806,00"
"19.03.2019";"10:20";"108,45";"108,50";"108,30";"108,35";"2.983,00"
"19.03.2019";"10:15";"108,40";"108,50";"108,20";"108,50";"3.570,00"
"19.03.2019";"10:10";"108,45";"108,50";"108,15";"108,35";"4.736,00"
"19.03.2019";"10:05";"108,40";"108,45";"108,35";"108,35";"2.087,00"
"19.03.2019";"10:00";"108,40";"108,50";"108,30";"108,45";"2.773,00"
"19.03.2019";"09:55";"108,30";"108,45";"108,10";"108,40";"7.619,00"
"19.03.2019";"09:50";"108,25";"108,35";"108,10";"108,35";"1.825,00"
"19.03.2019";"09:45";"108,20";"108,25";"108,00";"108,20";"1.182,00"
"19.03.2019";"09:40";"108,00";"108,35";"107,90";"108,25";"4.920,00"
"19.03.2019";"09:35";"107,95";"108,20";"107,80";"107,90";"7.135,00"
"19.03.2019";"09:30";"107,90";"108,00";"107,70";"108,00";"3.919,00"
"19.03.2019";"09:25";"108,45";"108,50";"107,60";"107,80";"11.086,00"
"19.03.2019";"09:20";"108,60";"108,70";"108,30";"108,45";"6.085,00"
"19.03.2019";"09:15";"108,35";"108,65";"108,30";"108,50";"6.945,00"
"19.03.2019";"09:10";"108,50";"108,70";"108,25";"108,40";"5.676,00"
"19.03.2019";"09:05";"108,55";"108,70";"108,20";"108,50";"4.506,00"
"19.03.2019";"09:00";"108,10";"108,95";"108,10";"108,30";"21.156,00"
"18.03.2019";"17:35";"107,30";"107,30";"107,30";"107,30";"76.604,00"
"18.03.2019";"17:25";"106,90";"107,10";"106,80";"107,00";"7.578,00"
"18.03.2019";"17:20";"107,25";"107,30";"106,70";"106,85";"10.472,00"
"18.03.2019";"17:15";"107,40";"107,45";"107,25";"107,25";"3.885,00"
"18.03.2019";"17:10";"107,40";"107,45";"107,30";"107,40";"7.447,00"
"18.03.2019";"17:05";"107,40";"107,50";"107,30";"107,35";"1.712,00"
"18.03.2019";"17:00";"107,50";"107,50";"107,30";"107,30";"2.110,00"
"18.03.2019";"16:55";"107,55";"107,55";"107,45";"107,50";"3.078,00"
"18.03.2019";"16:50";"107,50";"107,55";"107,40";"107,50";"2.394,00"
"18.03.2019";"16:45";"107,55";"107,60";"107,50";"107,60";"857,00"
"18.03.2019";"16:40";"107,50";"107,55";"107,45";"107,50";"2.064,00"
"18.03.2019";"16:35";"107,55";"107,60";"107,35";"107,45";"2.127,00"
"18.03.2019";"16:30";"107,70";"107,75";"107,45";"107,50";"3.904,00"
"18.03.2019";"16:25";"107,70";"107,85";"107,65";"107,80";"6.414,00"
"18.03.2019";"16:20";"107,50";"107,75";"107,30";"107,60";"6.310,00"
"18.03.2019";"16:15";"107,70";"107,75";"107,55";"107,60";"1.568,00"
"18.03.2019";"16:10";"107,65";"107,80";"107,50";"107,80";"2.634,00"
"18.03.2019";"16:05";"107,45";"107,70";"107,45";"107,70";"3.047,00"
"18.03.2019";"16:00";"107,65";"107,70";"107,20";"107,45";"5.573,00"
"18.03.2019";"15:55";"107,60";"108,00";"107,60";"107,70";"11.591,00"
"18.03.2019";"15:50";"107,75";"107,75";"107,30";"107,50";"7.459,00"
"18.03.2019";"15:45";"107,60";"107,85";"107,60";"107,70";"4.035,00"
"18.03.2019";"15:40";"107,75";"107,80";"107,65";"107,65";"826,00"
"18.03.2019";"15:35";"107,70";"107,70";"107,70";"107,70";"137,00"
"18.03.2019";"15:30";"107,70";"107,90";"107,55";"107,60";"6.065,00"
"18.03.2019";"15:25";"107,65";"107,95";"107,60";"107,70";"7.388,00"
"18.03.2019";"15:20";"107,70";"107,80";"107,60";"107,60";"7.797,00"
"18.03.2019";"15:16";"107,70";"107,85";"107,65";"107,65";"4.399,00"
"18.03.2019";"15:10";"107,65";"108,00";"107,55";"107,65";"5.600,00"
"18.03.2019";"15:05";"107,65";"107,80";"107,65";"107,75";"1.381,00"
"18.03.2019";"15:01";"107,75";"107,85";"107,65";"107,65";"4.472,00"
"18.03.2019";"14:55";"107,60";"107,80";"107,60";"107,70";"4.249,00"
"18.03.2019";"14:50";"107,80";"107,80";"107,55";"107,70";"4.015,00"
"18.03.2019";"14:46";"107,70";"108,00";"107,65";"107,70";"3.538,00"
"18.03.2019";"14:40";"107,70";"107,85";"107,60";"107,70";"11.600,00"
"18.03.2019";"14:35";"107,65";"107,80";"107,65";"107,70";"2.683,00"
"18.03.2019";"14:30";"107,70";"108,00";"107,65";"107,65";"8.058,00"
"18.03.2019";"14:25";"107,80";"108,00";"107,65";"107,80";"11.332,00"
"18.03.2019";"14:20";"107,85";"107,85";"107,70";"107,75";"2.226,00"
"18.03.2019";"14:15";"107,70";"107,80";"107,65";"107,80";"3.354,00"
"18.03.2019";"14:10";"107,70";"107,75";"107,65";"107,70";"3.132,00"
"18.03.2019";"14:05";"107,70";"107,75";"107,65";"107,65";"4.253,00"
"18.03.2019";"14:00";"107,75";"107,80";"107,60";"107,70";"4.001,00"
"18.03.2019";"13:55";"107,65";"107,75";"107,55";"107,75";"2.702,00"
"18.03.2019";"13:50";"107,60";"107,80";"106,90";"107,55";"9.535,00"
"18.03.2019";"13:45";"107,70";"107,70";"107,65";"107,65";"987,00"
"18.03.2019";"13:40";"107,70";"107,75";"107,60";"107,75";"4.638,00"
"18.03.2019";"13:35";"107,70";"107,75";"107,60";"107,60";"1.315,00"
"18.03.2019";"13:30";"107,70";"107,75";"107,65";"107,75";"1.253,00"
"18.03.2019";"13:25";"107,70";"107,75";"107,65";"107,70";"2.508,00"
"18.03.2019";"13:20";"107,70";"107,90";"107,60";"107,70";"5.482,00"
"18.03.2019";"13:15";"107,50";"107,75";"107,20";"107,70";"17.525,00"
"18.03.2019";"13:10";"107,75";"107,85";"107,50";"107,50";"3.645,00"
"18.03.2019";"13:05";"107,70";"107,80";"107,55";"107,70";"2.886,00"
"18.03.2019";"13:02";"107,90";"107,90";"107,65";"107,65";"8.277,00"
