"Datum";"Zeit";"Er�ffnung";"Hoch";"Tief";"Schluss";"Volumen"
"21.03.2019";"15:25";"103,35";"103,45";"103,05";"103,05";"22.991,00"
"21.03.2019";"15:20";"103,80";"103,90";"103,30";"103,30";"13.666,00"
"21.03.2019";"15:15";"103,80";"104,45";"103,75";"103,85";"12.786,00"
"21.03.2019";"15:10";"103,85";"104,10";"103,80";"103,95";"13.424,00"
"21.03.2019";"15:05";"104,45";"104,80";"103,90";"103,95";"20.581,00"
"21.03.2019";"15:00";"104,75";"104,75";"104,30";"104,30";"10.562,00"
"21.03.2019";"14:55";"105,00";"105,00";"104,55";"104,70";"7.270,00"
"21.03.2019";"14:50";"105,00";"105,30";"104,90";"105,10";"6.181,00"
"21.03.2019";"14:45";"105,00";"105,25";"104,70";"105,05";"5.872,00"
"21.03.2019";"14:40";"104,75";"105,20";"104,30";"105,20";"4.842,00"
"21.03.2019";"14:35";"105,00";"105,20";"104,30";"104,70";"7.983,00"
"21.03.2019";"14:30";"103,95";"105,20";"103,95";"105,00";"16.088,00"
"21.03.2019";"14:25";"103,85";"104,20";"103,80";"104,00";"10.836,00"
"21.03.2019";"14:20";"103,55";"104,05";"103,55";"103,80";"8.237,00"
"21.03.2019";"14:15";"103,85";"103,85";"103,45";"103,60";"6.688,00"
"21.03.2019";"14:10";"104,05";"104,10";"103,75";"103,75";"5.382,00"
"21.03.2019";"14:05";"104,00";"104,10";"104,00";"104,00";"3.868,00"
"21.03.2019";"14:00";"104,00";"104,20";"103,80";"104,00";"6.483,00"
"21.03.2019";"13:55";"104,05";"104,15";"103,70";"104,05";"5.072,00"
"21.03.2019";"13:50";"104,20";"104,20";"103,95";"104,00";"2.807,00"
"21.03.2019";"13:45";"104,30";"104,50";"104,10";"104,10";"3.790,00"
"21.03.2019";"13:40";"104,15";"104,40";"103,90";"104,40";"4.838,00"
"21.03.2019";"13:35";"104,40";"104,40";"104,10";"104,15";"2.550,00"
"21.03.2019";"13:30";"104,05";"104,60";"104,05";"104,35";"6.758,00"
"21.03.2019";"13:25";"104,10";"104,45";"104,00";"104,05";"12.358,00"
"21.03.2019";"13:20";"103,75";"104,10";"103,70";"104,05";"7.555,00"
"21.03.2019";"13:15";"104,25";"104,25";"103,20";"103,75";"45.956,00"
"21.03.2019";"13:10";"104,50";"104,65";"104,20";"104,20";"8.844,00"
"21.03.2019";"13:05";"104,75";"104,75";"104,50";"104,60";"2.897,00"
"21.03.2019";"13:02";"104,65";"104,95";"104,65";"104,70";"7.892,00"
"21.03.2019";"12:55";"104,70";"104,75";"104,50";"104,70";"17.033,00"
"21.03.2019";"12:50";"104,90";"104,90";"104,65";"104,70";"7.836,00"
"21.03.2019";"12:45";"104,85";"104,90";"104,80";"104,85";"2.881,00"
"21.03.2019";"12:40";"104,90";"104,95";"104,65";"104,75";"7.000,00"
"21.03.2019";"12:35";"104,80";"104,95";"104,75";"104,85";"4.046,00"
"21.03.2019";"12:30";"104,85";"105,00";"104,80";"104,85";"8.185,00"
"21.03.2019";"12:25";"104,85";"105,00";"104,80";"104,90";"3.711,00"
"21.03.2019";"12:20";"104,90";"105,00";"104,80";"104,85";"2.651,00"
"21.03.2019";"12:16";"104,90";"105,00";"104,80";"104,90";"2.470,00"
"21.03.2019";"12:10";"105,10";"105,10";"104,85";"104,95";"2.838,00"
"21.03.2019";"12:05";"104,95";"105,15";"104,95";"105,10";"3.018,00"
"21.03.2019";"12:00";"105,20";"105,25";"104,80";"104,95";"4.888,00"
"21.03.2019";"11:55";"105,00";"105,25";"105,00";"105,20";"355,00"
"21.03.2019";"11:50";"105,00";"105,05";"104,80";"104,95";"2.794,00"
"21.03.2019";"11:45";"104,90";"105,00";"104,85";"104,90";"2.032,00"
"21.03.2019";"11:40";"105,10";"105,10";"104,80";"105,00";"3.724,00"
"21.03.2019";"11:35";"105,00";"105,25";"105,00";"105,00";"1.749,00"
"21.03.2019";"11:30";"105,00";"105,10";"104,85";"104,95";"2.581,00"
"21.03.2019";"11:25";"105,05";"105,25";"104,95";"105,05";"4.893,00"
"21.03.2019";"11:20";"105,10";"105,25";"105,00";"105,00";"6.237,00"
"21.03.2019";"11:15";"104,95";"105,15";"104,95";"105,15";"3.450,00"
"21.03.2019";"11:10";"105,10";"105,15";"105,00";"105,00";"5.438,00"
"21.03.2019";"11:05";"105,20";"105,20";"105,05";"105,10";"4.370,00"
"21.03.2019";"11:00";"105,15";"105,30";"105,10";"105,25";"5.729,00"
"21.03.2019";"10:56";"105,10";"105,25";"105,10";"105,15";"3.316,00"
"21.03.2019";"10:50";"105,15";"105,25";"105,00";"105,15";"2.523,00"
"21.03.2019";"10:45";"105,10";"105,20";"105,05";"105,15";"2.987,00"
"21.03.2019";"10:40";"105,05";"105,20";"105,00";"105,15";"4.798,00"
"21.03.2019";"10:35";"105,00";"105,15";"104,90";"104,95";"17.495,00"
"21.03.2019";"10:30";"105,10";"105,10";"104,85";"105,10";"9.902,00"
"21.03.2019";"10:25";"105,10";"105,30";"105,10";"105,10";"6.540,00"
"21.03.2019";"10:20";"105,10";"105,20";"105,00";"105,05";"4.876,00"
"21.03.2019";"10:15";"105,00";"105,30";"104,90";"105,00";"2.155,00"
"21.03.2019";"10:10";"105,00";"105,25";"104,95";"105,00";"6.512,00"
"21.03.2019";"10:05";"105,15";"105,25";"104,90";"104,90";"1.294,00"
