"Datum";"Zeit";"Er�ffnung";"Hoch";"Tief";"Schluss";"Volumen"
"12.03.2019";"14:20";"127,30";"127,40";"126,20";"126,20";"12.123,00"
"12.03.2019";"14:15";"127,30";"127,40";"127,20";"127,30";"6.956,00"
"12.03.2019";"14:10";"127,85";"127,85";"127,00";"127,30";"10.952,00"
"12.03.2019";"14:05";"126,40";"127,90";"126,20";"127,85";"21.388,00"
"12.03.2019";"14:00";"128,80";"128,90";"126,15";"126,55";"26.507,00"
"12.03.2019";"13:55";"129,05";"129,35";"128,60";"128,90";"10.186,00"
"12.03.2019";"13:50";"128,55";"129,10";"128,45";"129,00";"14.689,00"
"12.03.2019";"13:45";"128,30";"128,65";"127,90";"128,60";"24.661,00"
"12.03.2019";"13:40";"127,65";"128,45";"127,65";"128,45";"15.601,00"
"12.03.2019";"13:35";"126,85";"127,85";"126,80";"127,85";"34.248,00"
"12.03.2019";"13:30";"125,50";"126,90";"125,45";"126,75";"61.676,00"
"12.03.2019";"13:25";"127,45";"127,70";"123,40";"125,50";"131.241,00"
"12.03.2019";"13:20";"129,55";"129,55";"127,25";"127,35";"45.920,00"
"12.03.2019";"13:15";"129,70";"129,80";"129,55";"129,55";"3.976,00"
"12.03.2019";"13:10";"129,50";"129,85";"129,50";"129,70";"4.328,00"
"12.03.2019";"13:05";"129,90";"129,90";"129,30";"129,30";"2.714,00"
"12.03.2019";"13:02";"129,40";"130,00";"129,20";"129,90";"13.275,00"
"12.03.2019";"12:55";"129,70";"129,85";"129,45";"129,45";"12.266,00"
"12.03.2019";"12:50";"130,55";"130,55";"129,50";"129,75";"7.158,00"
"12.03.2019";"12:45";"129,95";"130,65";"129,50";"130,60";"24.944,00"
"12.03.2019";"12:40";"129,60";"129,85";"129,60";"129,85";"4.819,00"
"12.03.2019";"12:35";"130,00";"130,00";"129,40";"129,60";"20.291,00"
"12.03.2019";"12:30";"130,60";"130,65";"129,90";"129,90";"32.415,00"
"12.03.2019";"12:25";"130,75";"130,75";"130,50";"130,55";"10.408,00"
"12.03.2019";"12:20";"130,90";"131,00";"130,55";"130,75";"7.839,00"
"12.03.2019";"12:15";"131,95";"132,00";"130,55";"130,95";"22.480,00"
"12.03.2019";"12:10";"132,00";"132,05";"131,95";"131,95";"5.509,00"
"12.03.2019";"12:05";"132,05";"132,10";"131,95";"132,05";"2.366,00"
